Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,RDPC
1310620007199,Embaúbas / Nova Gameleira,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,458.19
1310620007200,Betânia / Vila Vista Alegre,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,478.2
1310620007202,Calafate / Vila da Amizade / Vila Calafate,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,458.19
1310620007203,Cabana do Pai Tomás,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,478.2
1310620007205,Vila Vista Alegre / Nova Cintra,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,478.2
1310620007206,Alpes / Nova Granada / Santa Sofia,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007207,Betânia / Bairro das Indústrias II / Vista Alegre,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,593.17
1310620007208,Maravilha / Santa Maria,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007209,Jardinópolis / Vila Oeste / Vila Nova Gameleira 2ª Seção,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007210,Jardim América / Ventosa,Belo Horizonte (MG),0.791,0.758,0.748,0.874,10.87,0.679,0.801,0.42,840.02
1310620007211,Estrela do Oriente / Parque São José,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007212,Palmeiras,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,593.17
1310620007213,São Jorge 1ª Seção Parte,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,478.2
1310620007214,São Jorge 1ª Seção / São Jorge 2ª Seção / São Jorge 3ª Seção,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,478.2
1310620007215,Marajó / Havaí / Palmeiras,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007216,Cinquentenário / Betânia / Nova Cintra,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,805.48
1310620007217,Salgado Filho / Jardim América,Belo Horizonte (MG),0.829,0.774,0.814,0.904,10.68,0.792,0.765,0.43,1270.46
1310620007218,Havaí,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,1544.29
1310620007219,Gameleira : Nova Gameleira / Nova Cintra,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,1544.29
1310620007220,Cabana do Pai Tomás : Jardinópolis / Nova Gameleira,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,1037.65
1310620007221,Madre Gertrudes,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,1037.65
1310620007222,Estrela do Oriente : Betânia / Palmeiras / Cinquentenário,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,1037.65
1310620007223,Santa Maria / Camargos,Belo Horizonte (MG),0.829,0.774,0.814,0.904,10.68,0.792,0.765,0.43,1270.46
1310620007224,Estoril,Belo Horizonte (MG),0.943,0.909,0.989,0.934,11.22,0.941,0.894,0.42,3768.39
1310620007225,Gutierrez,Belo Horizonte (MG),0.929,0.894,0.965,0.93,11.72,0.93,0.877,0.43,3241.91
1310620007228,Buritis : Palmeiras transição Buritis,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,2116.95
1310620007229,Betânia : Av. Tereza Cristina / Av. Úrsula Paulino,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,2116.95
1310620008226,Castelo / Paquetá,Belo Horizonte (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,2876.27
1310620008227,Bandeirantes : Campus da Pampulha / Lagoa da Pampulha / Zoológico,Belo Horizonte (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,2876.27
1310620008228,Jaraguá : Indaiá / Aeroporto,Belo Horizonte (MG),0.914,0.9,0.918,0.925,11.54,0.897,0.901,0.49,2424.64
1310620008229,Paquetá / Engenho Nogueira / Ouro Preto,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,1919.92
1310620008230,Santa Branca / Jardim Atlântico / Itapoã / Santa Amélia,Belo Horizonte (MG),0.887,0.869,0.877,0.915,10.8,0.884,0.862,0.5,1875.91
1310620008231,Garças / Trevo,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,1919.92
1310620008232,Manacás,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,1255.14
1310620008233,Alípio de Melo / Inconfidência / Manacás,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,1919.92
1310620008234,Universitário : São Francisco / Suzana,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,1255.14
1310620008235,Vila Jardim São José,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620008236,Ouro Preto : Novo Ouro Preto,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008237,Vila Paquetá,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,435.23
1310620008238,Vila Aeroporto Jaraguá,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008239,São Francisco : Vila Real 2ª Seção / Vila Santa Rosa,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620008240,Vila Santo Antônio,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008242,Unidas,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008244,Confisco / Urca,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,569.8
1310620008245,Conjunto São Francisco / Trevo,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008246,Jardim Alvorada : Vila Antena Montanhês / Vila Jardim Alvorada,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008249,Vila Jardim São José,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,452.05
1310620008250,Serrano : Serrano / Vila Santo Antônio Barroquinha,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,765.5
1310620008251,Castelo / Paquetá,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,1255.14
1310620008252,Novo Ouro Preto : Ouro Preto,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620008253,Santa Terezinha / Conjunto Lagoa / Paquetá,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620008254,Santa Terezinha,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,765.5
1310620008255,Copacabana,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620008256,Santa Mônica / Santa Amélia,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620008257,Xangri-lá : Trevo / Nova Pampulha / Xangrilá Especial,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620008258,Itatiaia / Urca,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,569.8
1310620008259,Vila Suzana 1ª / 2ª Seção / Suzana,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,593.17
1310620008260,Vila São Francisco / Vila Real 1ª Seção,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,765.5
1310620008261,Jardim Alvorada / Manacás,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,765.5
1310620008262,Engenheiro Nogueira / Jardim Alvorada,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,593.17
1310620008263,Inconfidência / Jardim São José / Vila Jardim São José,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,765.5
1310620009264,Copacabana : Universo / Vila do Índio,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620009265,Copacabana / Vila Copacabana,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009266,São João Batista : Vila São João Batista,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,435.23
1310620009267,Conjunto Minas Caixa,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,435.23
1310620009268,Apolônia / Jardim Leblon,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620009269,Lagoa : Lagoa Conjunto,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620009270,Vila dos Anjos,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,396.67
1310620009271,Piratininga : Vila Santa Mônica 1ª Seção,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009272,Nossa Senhora Aparecida,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,435.23
1310620009277,Mantiqueira A,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009279,Jardim dos Comérciários / Vila Mantiqueira,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009281,Céu Azul / Lagoa A,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009284,Jardim Leblon / Vila Jardim Leblon,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009285,Santa Monica : Jardim Leblon / Várzea da Palma,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009286,Piratininga,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009287,Serra Verde / Jardim dos Comerciários,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009289,Letícia : Vila Sesc / Letícia,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,529.29
1310620009290,Copacabana / Jardim Leblon,Belo Horizonte (MG),0.771,0.71,0.742,0.87,10.1,0.656,0.739,0.44,808.98
1310620009291,Céu Azul / Lagoa B,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,704.01
1310620009292,Piratininga / Lagoinha Leblon,Belo Horizonte (MG),0.748,0.692,0.718,0.841,9.92,0.612,0.736,0.47,697.8
1310620009293,Minas Caixa : Venda Nova / Europa,Belo Horizonte (MG),0.765,0.709,0.735,0.86,10.66,0.599,0.771,0.46,774.82
1310620009294,Copacabana Renovação,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,1147.5
1310620009295,São João Batista : São João Batista / Candelária,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,1147.5
1310620009296,Copacabana C,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,1255.14
1310620009297,Maria Helena,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,704.01
1310620009298,Mantiqueira / Jardim dos Comerciários,Belo Horizonte (MG),0.721,0.655,0.691,0.827,9.99,0.574,0.699,0.37,591.31
1310620009299,Rio Branco / Letícia,Belo Horizonte (MG),0.771,0.71,0.742,0.87,10.1,0.656,0.739,0.44,808.98
1310620009300,Canaã / Serra Verde,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,704.01
1310620009301,Serra Verde Especial,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,704.01
1310620009302,Céu Azul : Céu Azul Transição,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620009303,São João Batista / Santa Mônica,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,1544.29
1310620009304,Santa Mônica / Rio Branco,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,1147.5
1310620009305,Candelária,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,1017.52
1310620009306,São João Batista Renovado,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,2116.95
1310620009307,Europa / Laranjeiras,Belo Horizonte (MG),0.721,0.655,0.691,0.827,9.99,0.574,0.699,0.37,591.31
1310670501013,São João Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670501014,Petrópolis / São João,Betim (MG),0.712,0.631,0.687,0.834,9.85,0.529,0.689,0.41,575.67
1310670501015,Centro Expandido,Betim (MG),0.88,0.825,0.896,0.921,10.95,0.822,0.827,0.54,2113.42
1310670501016,Filadélfia : Brasiléia / Jardim da Cidade,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670501017,Cachoeira / Salomé,Betim (MG),0.712,0.631,0.687,0.834,9.85,0.529,0.689,0.41,575.67
1310670501030,Santa Inês / Decamão,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,607.91
1310670501041,Bandeirinhas / Estância do Sereno / Alto das Flores,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,499.49
1310670501054,Jardim Casa Branca : Bandeirinhas / Cidade Verde,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670501055,Filadélfia Especial,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,499.49
1310670501056,Petrópolis Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670501057,Cidade Verde / Jardim Casa Branca,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670501058,Angola,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670501059,Brasiléia / Morada do Trevo,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670501060,Filadélfia,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670501061,Brasiléia,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670502018,Vila Nova : Citrolândia / Sanatório Santa Izabel,Betim (MG),0.641,0.575,0.619,0.74,8.24,0.425,0.669,0.39,376.43
1310670502048,Vila Nova : Casa Amarela,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670502049,São Jorge / Jardim Paulista,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,499.49
1310670503001,Vila Cristina / Conjunto Habitacional Celso A. Pedra,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670503002,Laranjeiras Especial,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,414.93
1310670503003,Imbiruçu / Conjunto Habitacional Subaco da Cobra,Betim (MG),0.741,0.706,0.691,0.835,10.43,0.601,0.765,0.42,589.2
1310670503004,São Caetano Especial,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,414.93
1310670503005,Alvorada : Capelinha,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,414.93
1310670503006,Vila Universal,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,414.93
1310670503007,Vila Cristina / Conjunto Habitacional Celso A. Pedra : Imbiruçu / Clube Forense,Betim (MG),0.73,0.68,0.687,0.833,10.36,0.583,0.734,0.36,574.87
1310670503032,Vila Universal : Granja Verde,Betim (MG),0.777,0.788,0.707,0.842,11.36,0.659,0.861,0.35,651.78
1310670503034,Laranjeiras : Nova Baden / Imbiruçu / Conjunto Habitacional,Betim (MG),0.741,0.706,0.691,0.835,10.43,0.601,0.765,0.42,589.2
1310670503035,Parque das Acácias,Betim (MG),0.777,0.788,0.707,0.842,11.36,0.659,0.861,0.35,651.78
1310670503036,São Caetano : Av. Tapajós / Rua Itapecerica,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670504026,Icaivera / Parque do Cedro,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,425.33
1310670504027,Jardim Alterosas 2ª Seção : Alterosas,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,425.33
1310670504028,Alterosas / Espírito Santo,Betim (MG),0.88,0.825,0.896,0.921,10.95,0.822,0.827,0.54,2113.42
1310670504029,Jardim Alterosas 1ª Seção / Dom Bosco,Betim (MG),0.749,0.719,0.698,0.836,9.69,0.62,0.774,0.39,616.62
1310670504035,Parque das Indústrias : Betim Industrial / Conjunto Habitacional Olímpia Bueno Franco,Betim (MG),0.778,0.767,0.725,0.848,10.76,0.687,0.811,0.37,726.82
1310670504036,Cruzeiro do Sul / Itacolomi,Betim (MG),0.697,0.653,0.654,0.793,9.86,0.538,0.719,0.37,467.14
1310670504037,Jardim das Alterosas 2ª Seção / Senhora de Fátima,Betim (MG),0.747,0.703,0.711,0.834,10.44,0.565,0.784,0.46,668.57
1310670504038,Sítio : Represa Vargem das Flores,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670504058,Parque das Indústrias : Vila Jardim Brasília / Entorno Av. Filadélfia,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,425.33
1310670504059,Jardim da Cidade,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670505008,Distrito Industrial Jardim Piemonte / Norte,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670505009,Riacho III,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670505010,Vila Esperança,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670505011,Jardim Terezópolis : Distrito Industrial Paulo Camilo / Norte,Betim (MG),0.672,0.597,0.643,0.791,9.55,0.45,0.687,0.39,437.95
1310670505033,Capelinha : Distrito Industrial Jardim Piemonte / Norte / Amazonas Alvorada,Betim (MG),0.719,0.67,0.675,0.823,10.39,0.542,0.745,0.39,532.66
1310670506023,Ingá / Senhora das Graças 2,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,1308.16
1310670506024,Vila Alto das Flores,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670506025,Sítio : Pilões / Conjunto Habitacional Homero Gil,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,499.49
1310670506040,Salomé : Novo Horizonte / Santa Rita / Padre Eustáquio,Betim (MG),0.769,0.733,0.727,0.855,10.37,0.671,0.766,0.43,737.64
1310670507011,Cruzeiro / Conjunto Habitacional José Gomes de Castro Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670507012,Campos Elísios : Petrovale / D. I. Paulo Camilo / Sul,Betim (MG),0.716,0.689,0.656,0.813,9.59,0.554,0.768,0.38,475.14
1310670507051,Santa Cruz Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670507052,Guanabara / Presidente Kenedy,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670507053,Santa Cruz / D. I. Paulo Camilo,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,607.91
1310670508021,Marimbá Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670508022,Vale Verde,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,499.49
1310670508042,Quintas dos Godoy : Açude / Gentileza,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,945.17
1310670508043,Gentileza : Pimentas / Vianópolis,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,607.91
1310670508046,Santo Afonso : Cedro,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310670508047,Marimbá : Limpeiro,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,378.56
1310900601001,Piedade do Paraopeba : Retiro do Chalé,Brumadinho (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,7516.82
1310900601004,Brumadinho : Sede,Brumadinho (MG),0.727,0.648,0.709,0.835,9.83,0.547,0.706,0.39,657.72
1310900601005,Club Retiro das Pedras : Retiro das Pedras,Brumadinho (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,7516.82
1310900601006,Antiga Senzala : Casa Branca Rural,Brumadinho (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1310900601007,Marinhos : Povoados / Zona Rural,Brumadinho (MG),0.682,0.57,0.68,0.82,9.49,0.388,0.691,0.44,550.64
1310900601009,Brumadinho : Centro / Expansão Urbana,Brumadinho (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1310900601010,Conceição de Itaguá,Brumadinho (MG),0.682,0.57,0.68,0.82,9.49,0.388,0.691,0.44,550.64
1310900601011,Tijuco : Zona Rural do Distrito,Brumadinho (MG),0.682,0.57,0.68,0.82,9.49,0.388,0.691,0.44,550.64
1311000401001,Caeté : Escola Estadual Helena P. Ferreira / Igreja Sagrado Coração de Jesus,Caeté (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1311000401002,Caeté : Zona Rural de Caeté,Caeté (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1311000401003,Roças Novas,Caeté (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1311000401005,Caeté : Conjunto Habitacional,Caeté (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1311000401006,Caeté : Praça Joaquim Melo Especial,Caeté (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1311000401007,Caeté : Santa Casa / Solar de João Pinheiro,Caeté (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1311000401008,Caeté : Bom Sucesso / Estação,Caeté (MG),0.745,0.708,0.693,0.843,9.46,0.586,0.778,0.39,598.38
1311000401009,Caeté : Centro Histórico,Caeté (MG),0.806,0.768,0.77,0.887,10.33,0.668,0.823,0.47,961.14
1311250000001,Capim Branco,Capim Branco (MG),0.695,0.604,0.664,0.837,9.95,0.491,0.67,0.4,497.48
1311787000001,Confins,Confins (MG),0.747,0.711,0.706,0.83,10.17,0.58,0.787,0.45,647.2
1311860101001,Vila Pérola : Bairro do Cabral / Confisco,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101002,Novo Boa Vista : São Sebastião / Feijão Miúdo especial,Contagem (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1311860101003,Vila Marimbondos : Eldorado / JK,Contagem (MG),0.831,0.805,0.796,0.896,10.98,0.755,0.832,0.46,1135.85
1311860101004,Parque Durval de Barros : Jardim Riacho das Pedras,Contagem (MG),0.846,0.82,0.815,0.906,10.87,0.791,0.835,0.43,1277.21
1311860101005,Vila Barroquinha : Estância do Hibisco,Contagem (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,2876.27
1311860101006,Vila Barroquinha : Contagem Pericentro Norte,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101007,Vaquinha : Cidade Industrial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101008,Vila Pérola : Ressaca Velha,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101009,Nova Contagem / Estaleiro,Contagem (MG),0.66,0.575,0.641,0.781,9.16,0.401,0.689,0.46,433.14
1311860101010,Contagem : Campo Grande / Morro Redondo,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101011,Buraco da Coruja : Vila Beatriz / Cincão,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101012,Vila Andorinha : Sapucaia / Colonial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101013,Vila Francisco Mariano : Tijuca Especial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101014,Retiro da Contagem : Icaivera / Retiro,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101015,Vila São Nicodemos : Inconfidentes / Riacho Velho,Contagem (MG),0.806,0.761,0.772,0.892,10.62,0.712,0.786,0.41,976.5
1311860101016,Retiro da Contagem : Expansão Norte da Sede de Contagem,Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101017,Vila Marimbondos : Marimbondo,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101018,Pedreira Santa Rita : Industrial 3ª Seção / Inconfidentes / Amazonas,Contagem (MG),0.735,0.661,0.714,0.84,9.02,0.584,0.703,0.4,682.31
1311860101019,Jardim Industrial,Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101020,Vila Bandeirantes : Santa Maria / Pedreira,Contagem (MG),0.806,0.761,0.772,0.892,10.62,0.712,0.786,0.41,976.5
1311860101021,Vila Morro Vermelho : São Caetano / Jardim Colonial,Contagem (MG),0.769,0.721,0.734,0.859,9.36,0.632,0.77,0.45,770.09
1311860101022,Vila P.T.O. : Conjunto Água Branca / Água Branca,Contagem (MG),0.79,0.744,0.752,0.88,11.17,0.683,0.777,0.4,861.75
1311860101023,Vila São Mateus : Bairro Xangrilá / Nacional,Contagem (MG),0.736,0.67,0.711,0.837,9.76,0.576,0.723,0.42,669.71
1311860101024,Vila Estrela-D’Alva : Bairro Tijuca / Vila São Mateus,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101025,Colorado / Novo Progresso,Contagem (MG),0.729,0.668,0.698,0.831,10.31,0.55,0.736,0.4,616.69
