Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,RDPC
1311860101026,Novo Boa Vista : São Sebastião / Presidente Kenedy,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101027,Do Laguna : Colorado,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101028,Novo Boa Vista Especial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101029,Jardim Alvorada,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101030,Vila Pérola : Ressaca / São Joaquim,Contagem (MG),0.781,0.728,0.748,0.874,10.37,0.645,0.773,0.41,842.46
1311860101031,Actuall Hotel e Eventos : Colúmbia / Riacho,Contagem (MG),0.806,0.739,0.792,0.895,10.02,0.696,0.762,0.53,1105.55
1311860101032,Vila Bela Vista : Bernardo Monteiro,Contagem (MG),0.781,0.728,0.748,0.874,10.37,0.645,0.773,0.41,842.46
1311860101033,Vila Morro Vermelho : São Luiz Limite com Betim,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101034,Vila Riachinho : Bairro Piraquara,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101035,Morro dos Cabritos : Morada Nova Especial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101036,Vila São Mateus : Especial da Vila Estrela Dalva,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101037,Área Especial Vila Estrela Dalva 2,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101038,Vila Dom Bosco : Vila São Paulo / Jardim Industrial Especial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101039,Vila Estrela-D’Alva : São Joaquim 3ª Seção,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101040,Contagem : Glória / Cinco,Contagem (MG),0.84,0.789,0.825,0.909,10.71,0.783,0.792,0.5,1358.48
1311860101041,Vila Riachinho : Contagem Centro Expandido A,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101042,Vila Bandeirantes : Amazonas 1ª Seção,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101043,Vila Bela Vista : Conjunto Monte Castelo,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101044,Novo Boa Vista : Bairro Arvoredo Área Remanescente Especial,Contagem (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1311860101045,Novo Boa Vista : Jardim do Lago / Chácara Cotia,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101046,Do Laguna : Laguna / Bairro Guanabara,Contagem (MG),0.729,0.668,0.698,0.831,10.31,0.55,0.736,0.4,616.69
1311860101047,Vila Barroquinha : Barroquinha,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101048,Vila Morro Vermelho : Vila São Miguel,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101049,Vila Bela Vista : Favela do Bela Vista,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101050,Vila Riachinho : Piraquara,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101051,Jardim Industrial : Favela Jardim Industrial 1ª Seção,Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101052,Parque Durval de Barros : Especial Durval de Barros / Jardim Riacho das Pedras,Contagem (MG),0.729,0.668,0.698,0.831,10.31,0.55,0.736,0.4,616.69
1311860101053,Vila São Paulo / Vila Itaú,Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101055,Vila P.T.O. : Área Remanescente da Favela Água Branca Especial,Contagem (MG),0.64,0.544,0.634,0.761,8.21,0.44,0.605,0.39,414.22
1311860101056,Vila Bispo de Maura : Nacional / Xangrilá 2ª Seção,Contagem (MG),0.806,0.761,0.772,0.892,10.62,0.712,0.786,0.41,976.5
1311860101057,Vila São Mateus : Carajás Conjunto Habitacional,Contagem (MG),0.79,0.744,0.752,0.88,11.17,0.683,0.777,0.4,861.75
1311860101058,Vila Pérola : Laguna / Parque Novo Progresso,Contagem (MG),0.781,0.728,0.748,0.874,10.37,0.645,0.773,0.41,842.46
1311860101059,Vila Pérola : Feijão Miúdo Especial,Contagem (MG),0.781,0.728,0.748,0.874,10.37,0.645,0.773,0.41,842.46
1311860101060,Vila Riachinho : Três Barras,Contagem (MG),0.846,0.82,0.815,0.906,10.87,0.791,0.835,0.43,1277.21
1311860101061,Contagem : Linda Vista / Chácaras Domingo Ferreira,Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101062,Vila Riachinho : América Futebol Clube / Sítio Três Barras,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101063,Sítio : Bairro Tupã,Contagem (MG),0.69,0.622,0.661,0.8,9.77,0.485,0.705,0.42,488.63
1311860101064,Vila São Vicente : Eldorado ( Encosta Francisco Firmo de Matos ),Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101065,Vila Bandeirantes : Bairro Granja Lempp / Vera Cruz Especial,Contagem (MG),0.747,0.666,0.733,0.855,9.84,0.616,0.692,0.41,763.82
1311860101066,Vila Riachinho : Contagem Centro Expandido B,Contagem (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1311860101067,Flamengo / Colégio Santo Agostinho Especial,Contagem (MG),0.828,0.777,0.809,0.902,10.76,0.754,0.789,0.5,1231.63
1311860101068,Vila Bandeirantes : Conjunto Parque das Mangueiras / Favela do Flamengo ( Cemitério do Flamengo ),Contagem (MG),0.694,0.601,0.675,0.823,10.15,0.508,0.653,0.37,532.76
1311860101069,Vila Bandeirantes : Jardim Riacho / Av. Marte,Contagem (MG),0.806,0.761,0.772,0.892,10.62,0.712,0.786,0.41,976.5
1312410401001,Melo Viana / Vivendas Barbosa / Tejuco,Esmeraldas (MG),0.643,0.521,0.645,0.791,9.34,0.339,0.646,0.45,442.38
1312410401002,Caracóis : Amariles Condomínio / Recanto da Serra,Esmeraldas (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1312410401003,Esmeraldas : Centro / Fernão Dias,Esmeraldas (MG),0.806,0.768,0.77,0.887,10.33,0.668,0.823,0.47,961.14
1312410401004,Ypê Amarelo : Nossa Fazenda,Esmeraldas (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1312410401005,Nova Esmeraldas : Entorno Dumaville / Tropeiros Rural,Esmeraldas (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1312410401006,Esmeraldas : Povoados / Zona Rural,Esmeraldas (MG),0.643,0.521,0.645,0.791,9.34,0.339,0.646,0.45,442.38
1312410401007,Vila Bom Jesus / Bairro Florença : Novo Retiro / Santa Cecília / Zona Rural,Esmeraldas (MG),0.635,0.559,0.618,0.74,9.28,0.418,0.647,0.36,374.83
1312410401009,Ypê Amarelo : Vila Nossa Fazenda,Esmeraldas (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1312410401012,Esmeraldas : Conjunto Castelo Branco / Centro,Esmeraldas (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1312410401013,Nova Esmeraldas : Tropeiros / Morada / Santa Quitéria,Esmeraldas (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1312600000001,Florestal,Florestal (MG),0.724,0.617,0.728,0.845,9.91,0.484,0.697,0.48,741.46
1312980601001,Ibirité : Quintas da Jangada / Represa Petrobrás,Ibirité (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1312980601002,Ibirité : Macaúbas / Central Park,Ibirité (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1312980601003,Ibirité : Déa Marly / Primeiro de Outubro,Ibirité (MG),0.63,0.549,0.616,0.738,9.36,0.406,0.638,0.34,370.25
1312980601004,Ouro Negro / Jardim Montreal,Ibirité (MG),0.63,0.549,0.616,0.738,9.36,0.406,0.638,0.34,370.25
1312980601005,Córrego do Palmares / Zona Rural do Jatobá,Ibirité (MG),0.71,0.659,0.668,0.814,10.49,0.53,0.735,0.38,512.22
1312980601006,Vila Primavera : Parque Antônio Amabile / Zona Rural de Ibirité,Ibirité (MG),0.676,0.613,0.644,0.782,9.98,0.505,0.676,0.34,439.1
1312980601007,Vila Ideal : Vila Ideal / Palmares,Ibirité (MG),0.63,0.549,0.616,0.738,9.36,0.406,0.638,0.34,370.25
1312980601008,Vila Piratininga : Washington Pires / Sol Nascente,Ibirité (MG),0.662,0.571,0.646,0.785,9.63,0.429,0.659,0.38,444.63
1312980601009,Parque Durval de Barros : Expansão do Durval de Berros / Córrego do Palmares,Ibirité (MG),0.71,0.659,0.668,0.814,10.49,0.53,0.735,0.38,512.22
1312980601010,Vila Piratininga : Washington Pires,Ibirité (MG),0.746,0.701,0.699,0.848,9.91,0.597,0.759,0.39,621.0
1312980601011,Ibirité Centro / Redenção,Ibirité (MG),0.746,0.701,0.699,0.848,9.91,0.597,0.759,0.39,621.0
1312980601012,Vila Batik : Marilândia,Ibirité (MG),0.746,0.701,0.699,0.848,9.91,0.597,0.759,0.39,621.0
1312980601013,Palmares / Parque Durval de Barros,Ibirité (MG),0.684,0.579,0.674,0.82,9.42,0.446,0.659,0.41,529.42
1312980601014,Vila Mangueiras : Várzea / Barreirinha,Ibirité (MG),0.71,0.659,0.668,0.814,10.49,0.53,0.735,0.38,512.22
1312980601015,Ibirité : Canaã / Lagoa Azul,Ibirité (MG),0.746,0.701,0.699,0.848,9.91,0.597,0.759,0.39,621.0
1312980601016,Ibirité : Estação Sul / Zona Rural da Sede,Ibirité (MG),0.696,0.621,0.665,0.815,9.81,0.471,0.713,0.35,500.71
1312980601017,Ibirité : Jardim das Rosas / Boca do Túnel,Ibirité (MG),0.692,0.633,0.655,0.8,9.59,0.495,0.716,0.34,470.33
1312980601018,Ibirité : Quintas da Jangada,Ibirité (MG),0.682,0.617,0.647,0.795,10.17,0.476,0.703,0.34,448.1
1312980601019,Parque Durval de Barros / Palmares,Ibirité (MG),0.692,0.633,0.655,0.8,9.59,0.495,0.716,0.34,470.33
1312980601020,Ibirité : Entorno Rural de Ouro Negro / Jardim Montreal,Ibirité (MG),0.676,0.613,0.644,0.782,9.98,0.505,0.676,0.34,439.1
1312980601021,Ibirité : Parque Elizabeth / Boca do Túnel / Zona Rural,Ibirité (MG),0.676,0.613,0.644,0.782,9.98,0.505,0.676,0.34,439.1
1313010101001,Igarapé : Centro / Córrego Fundo,Igarapé (MG),0.786,0.709,0.771,0.889,9.9,0.614,0.762,0.49,972.19
1313010101002,Igarapé : Fazenda Solar / Zona Rural,Igarapé (MG),0.786,0.709,0.771,0.889,9.9,0.614,0.762,0.49,972.19
1313010101003,Igarapé : Planalto / Panorama,Igarapé (MG),0.607,0.483,0.622,0.743,8.39,0.335,0.58,0.39,383.66
1313010101004,Igarapé : Ouro Preto / Maracanã,Igarapé (MG),0.607,0.483,0.622,0.743,8.39,0.335,0.58,0.39,383.66
1313010101005,Igarapé : Vargem Grande,Igarapé (MG),0.607,0.483,0.622,0.743,8.39,0.335,0.58,0.39,383.66
1313010101006,Conquista : Alto da Serra Igarapé,Igarapé (MG),0.727,0.665,0.696,0.829,9.76,0.546,0.734,0.39,607.01
1313010101007,Igarapé : Progresso / Resplendor,Igarapé (MG),0.607,0.483,0.622,0.743,8.39,0.335,0.58,0.39,383.66
1313010101008,Igarapé : Jardim Colonial / Panorama,Igarapé (MG),0.607,0.483,0.622,0.743,8.39,0.335,0.58,0.39,383.66
1313010101009,Igarapé : Bela Vista,Igarapé (MG),0.727,0.665,0.696,0.829,9.76,0.546,0.734,0.39,607.01
1313010101010,Igarapé : Igarapé Pericentro Norte,Igarapé (MG),0.727,0.665,0.696,0.829,9.76,0.546,0.734,0.39,607.01
1313220000001,Itaguara,Itaguara (MG),0.691,0.567,0.697,0.836,8.21,0.374,0.699,0.44,610.65
1313370000001,Itatiaiuçu,Itatiaiuçu (MG),0.677,0.563,0.661,0.833,8.43,0.375,0.689,0.4,490.54
1313460000001,Jaboticatubas,Jaboticatubas (MG),0.681,0.543,0.694,0.837,8.56,0.373,0.655,0.57,602.48
1313660000001,Nova União,Nova União (MG),0.662,0.568,0.624,0.818,9.56,0.337,0.738,0.41,387.68
1313665000001,Juatuba,Juatuba (MG),0.717,0.649,0.67,0.849,8.82,0.515,0.728,0.47,517.18
1313760101001,Vila Militar Ovídio Guerra,Lagoa Santa (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1313760101002,Expansão do Conjunto Vila Maria,Lagoa Santa (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1313760101003,Favela Pau Comeu,Lagoa Santa (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1313760101004,Vila Nossa Senhora Aparecida,Lagoa Santa (MG),0.709,0.619,0.695,0.829,9.6,0.522,0.674,0.46,605.3
1313760101005,Lagoinha de Fora : Chácaras do Lago / Zona Rural,Lagoa Santa (MG),0.709,0.619,0.695,0.829,9.6,0.522,0.674,0.46,605.3
1313760101006,Lagoa Santa : Lundcéia / Mirante do Tamboril,Lagoa Santa (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1313760101007,Lapinha / Campinho / Zona Rural,Lagoa Santa (MG),0.709,0.619,0.695,0.829,9.6,0.522,0.674,0.46,605.3
1313760101008,Lagoa Santa : Entorno da Lagoa Santa,Lagoa Santa (MG),0.83,0.749,0.839,0.911,10.02,0.696,0.777,0.6,1477.56
1313760101011,Entorno do Aeroporto de Confins,Lagoa Santa (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1313760101012,Entorno da Lagoa Olhos d’Água,Lagoa Santa (MG),0.83,0.749,0.839,0.911,10.02,0.696,0.777,0.6,1477.56
1313760101013,Vila Maria,Lagoa Santa (MG),0.709,0.619,0.695,0.829,9.6,0.522,0.674,0.46,605.3
1314015000001,Mário Campos,Mário Campos (MG),0.699,0.604,0.68,0.833,8.96,0.438,0.71,0.46,551.93
1314070401001,Mateus Leme : Centro,Mateus Leme (MG),0.806,0.768,0.77,0.887,10.33,0.668,0.823,0.47,961.14
1314070401002,Azurita / Santa Águida / Vila Passos,Mateus Leme (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1314070401003,Azurita / Centro,Mateus Leme (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1314070401004,Sítio Novo : Entorno do Centro de Mateus Leme,Mateus Leme (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1314070401005,Serra Azul : Entorno,Mateus Leme (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1314070401006,Mateus Leme : Olhos d'Água / Araçás / Sobradinho,Mateus Leme (MG),0.63,0.548,0.617,0.739,8.61,0.374,0.664,0.43,372.94
1314070401007,Azurita / Santa Maria / Bom Jardim,Mateus Leme (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1314110000001,Matozinhos,Matozinhos (MG),0.731,0.654,0.69,0.864,10.16,0.545,0.716,0.43,584.15
1314480501001,Serra do Curral : Serra Del Rey / Expansão da Zona Sul,Nova Lima (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,7516.82
1314480501002,São Sebastião das Águas Claras / Entorno da Sede de Nova Lima,Nova Lima (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1314480501003,Vale do Sol / Serra dos Manacás,Nova Lima (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,2876.27
1314480501004,Morro do Gama : Miguelão,Nova Lima (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1314480501005,Jardim Canadá Parte A,Nova Lima (MG),0.712,0.636,0.687,0.826,9.38,0.524,0.701,0.41,574.27
1314480501006,Jardim Canadá Parte B,Nova Lima (MG),0.846,0.82,0.815,0.906,10.87,0.791,0.835,0.43,1277.21
1314480501007,Jardim Canadá Parte C,Nova Lima (MG),0.727,0.648,0.709,0.835,9.83,0.547,0.706,0.39,657.72
1314480501008,Nova Lima : Sede ( Centro Histórico ),Nova Lima (MG),0.822,0.768,0.803,0.899,10.49,0.73,0.788,0.49,1185.12
1314480501009,Nova Lima : Expansão da Sede,Nova Lima (MG),0.725,0.652,0.703,0.833,9.39,0.592,0.685,0.39,635.9
1314480501010,Córrego do Vilela : Santa Rita,Nova Lima (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1314480501011,Condomínio Alphaville,Nova Lima (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,7516.82
1314480501012,Morro do Chapéu,Nova Lima (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,7516.82
1314480501013,Vila Flambart / Condomínio Lagoa do Miguelão,Nova Lima (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1314480501015,José de Almeida : Residencial Sul,Nova Lima (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1314480501016,Campo do Pires : Vila do Ouro,Nova Lima (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1314480501017,Córrego da Bela Fama : Fazenda do Benito,Nova Lima (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1314480501018,Córrego dos Pires : Cristais / Rua Vitória,Nova Lima (MG),0.655,0.547,0.654,0.785,8.92,0.402,0.638,0.45,467.01
1314930901001,Pedro Leopoldo / Centro / Entorno do Centro,Pedro Leopoldo (MG),0.846,0.82,0.815,0.906,10.87,0.791,0.835,0.43,1277.21
1314930901002,Fidalgo / Entorno de Fidalgo,Pedro Leopoldo (MG),0.663,0.623,0.625,0.747,10.11,0.426,0.754,0.36,391.58
1314930901003,Ribeirão das Neves : Santa Margarida II,Pedro Leopoldo (MG),0.663,0.623,0.625,0.747,10.11,0.426,0.754,0.36,391.58
1314930901004,Pedro Leopoldo : Dr. Lund / Entorno,Pedro Leopoldo (MG),0.763,0.708,0.73,0.858,10.14,0.628,0.751,0.43,753.59
1314930901005,Ribeirão Palmital : Dona Júlia Magalhães / São José / Santa Rita,Pedro Leopoldo (MG),0.763,0.708,0.73,0.858,10.14,0.628,0.751,0.43,753.59
1314930901006,Ribeirão Palmital : Santo Antônio da Barra / Entorno ( Faculdade ),Pedro Leopoldo (MG),0.746,0.694,0.701,0.852,10.02,0.557,0.774,0.4,625.54
1314930901007,Vera Cruz de Minas,Pedro Leopoldo (MG),0.663,0.623,0.625,0.747,10.11,0.426,0.754,0.36,391.58
1314930901008,Mocambeiro : Lagoa de Santo Antônio,Pedro Leopoldo (MG),0.746,0.694,0.701,0.852,10.02,0.557,0.774,0.4,625.54
1314930901009,Pedro Leopoldo : Campinho / Felipe Cláudio Sales,Pedro Leopoldo (MG),0.763,0.708,0.73,0.858,10.14,0.628,0.751,0.43,753.59
1314930901010,Pedro Leopoldo : Bairro da Lua,Pedro Leopoldo (MG),0.663,0.623,0.625,0.747,10.11,0.426,0.754,0.36,391.58
1314930901011,Pedro Leopoldo : Conjunto Romero Carvalho Filho / São Geraldo,Pedro Leopoldo (MG),0.763,0.708,0.73,0.858,10.14,0.628,0.751,0.43,753.59
1315390000001,Raposos,Raposos (MG),0.73,0.661,0.706,0.832,8.86,0.556,0.72,0.52,646.62
1315460601005,Vila Bispo de Maura : Conjunto Nova Pampulha / Favela Bispo de Maura,Ribeirão das Neves (MG),0.621,0.532,0.61,0.737,8.82,0.387,0.624,0.36,356.52
1315460601006,Vila Braúnas : Urca / Vale das Cerejeiras Especial,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460601007,Vila Santa Fé / Rua Trinta e Um / Justinópolis : Kátia / Sônia Especial,Ribeirão das Neves (MG),0.621,0.532,0.61,0.737,8.82,0.387,0.624,0.36,356.52
1315460601008,Vila Maria Helena II : Pedra Branca / Landi Especial,Ribeirão das Neves (MG),0.621,0.532,0.61,0.737,8.82,0.387,0.624,0.36,356.52
1315460601009,Pedra Branca / Landi / Areias / Entorno,Ribeirão das Neves (MG),0.657,0.554,0.648,0.79,9.07,0.412,0.643,0.36,449.94
1315460601010,Vila Hortinha : Espinheiro / Expansão de Menezes,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460601015,Vila Braúnas : Atalaia / Botafogo,Ribeirão das Neves (MG),0.621,0.532,0.61,0.737,8.82,0.387,0.624,0.36,356.52
1315460601019,Jardim Alvorada : Bairro Monte Verde / Entorno Rural,Ribeirão das Neves (MG),0.675,0.591,0.654,0.795,8.54,0.456,0.672,0.36,468.79
1315460601021,Vila Bispo de Maura : Xangrilá / Granja Primavera  / Rose Marie / Caiapós / Granja Primavera / Havaí,Ribeirão das Neves (MG),0.687,0.626,0.654,0.793,9.2,0.505,0.697,0.36,468.18
1315460601022,Vila Bispo de Maura : Coqueiros / Rua Serra Negra,Ribeirão das Neves (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1315460601023,Vila Bispo de Maura : Conjunto Nova Pampulha,Ribeirão das Neves (MG),0.75,0.673,0.732,0.855,9.36,0.602,0.711,0.46,762.06
1315460601024,Vila Bispo de Maura : Favela Bispo de Maura,Ribeirão das Neves (MG),0.721,0.642,0.695,0.841,9.53,0.526,0.71,0.42,604.73
1315460601025,Santa Branca / Leblon / Jardim de Alá / Cerâmica Papine,Ribeirão das Neves (MG),0.686,0.605,0.659,0.808,9.01,0.447,0.703,0.33,481.86
1315460601026,Vila Jardim de Alá / Av. Treze : São Januário / Felixlândia,Ribeirão das Neves (MG),0.675,0.591,0.654,0.795,8.54,0.456,0.672,0.36,468.79
1315460601029,Justinópolis : Botafogo / Menezes,Ribeirão das Neves (MG),0.689,0.602,0.666,0.817,9.99,0.485,0.671,0.38,504.61
1315460601030,Vila Jardim de Alá / Av. Treze : Justinópolis / Centro / Labanca,Ribeirão das Neves (MG),0.678,0.568,0.668,0.823,9.36,0.474,0.621,0.4,510.37
1315460601031,Vila Maria Helena II : Maria Helena / Nova América 3ª Seção,Ribeirão das Neves (MG),0.698,0.645,0.658,0.802,10.61,0.506,0.728,0.36,481.55
1315460601032,Vila Braúnas : Centro de Justinópolis / Urca / Atalaia / Botafogo / Maria Helena,Ribeirão das Neves (MG),0.711,0.632,0.681,0.834,9.56,0.53,0.69,0.39,555.48
1315460601037,Vila Santa Filomena / Av. Santa Filomena : São Januário / Guadalajara,Ribeirão das Neves (MG),0.675,0.591,0.654,0.795,8.54,0.456,0.672,0.36,468.79
1315460602001,Ribeirão das Neves : São Pedro / Vila Aparecida,Ribeirão das Neves (MG),0.844,0.776,0.85,0.912,10.72,0.697,0.819,0.62,1583.77
1315460602002,Vila do Conjunto Henrique Sapori : Vale do Ouro / Entorno Rural,Ribeirão das Neves (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,2349.01
1315460602003,Ribeirão das Neves : Jardim Colonial,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460602011,Ribeirão das Neves : Bom Sucesso / Entorno Rural,Ribeirão das Neves (MG),0.656,0.601,0.628,0.749,10.0,0.457,0.69,0.36,398.16
1315460602012,Tijuco : San Genaro / Metropolitano Vale da Prata,Ribeirão das Neves (MG),0.645,0.56,0.633,0.758,9.69,0.424,0.644,0.38,411.45
1315460602013,Tijuco : Vale das Acácias,Ribeirão das Neves (MG),0.659,0.562,0.646,0.787,8.62,0.465,0.618,0.37,445.82
1315460602014,Vila Hortinha : Penitenciária Dutra Ladeira / Entorno Rural,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460602016,Vila Bom Jesus / Bairro Florença : Área Especial,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460602017,Vila Bom Jesus / Bairro Florença : Veneza / Florença,Ribeirão das Neves (MG),0.654,0.555,0.644,0.782,9.38,0.424,0.635,0.42,439.96
1315460602020,Vila do Conjunto Henrique Sapori : Veneza,Ribeirão das Neves (MG),0.702,0.646,0.66,0.81,9.21,0.513,0.725,0.39,485.93
1315460602027,Riberão das Neves : Centro Expandido,Ribeirão das Neves (MG),0.721,0.642,0.695,0.841,9.53,0.526,0.71,0.42,604.73
1315460602028,Ribeirão das Neves : Penitenciária Agrícola / Cidade Neviana / Savassi / Entorno Rural,Ribeirão das Neves (MG),0.721,0.642,0.695,0.841,9.53,0.526,0.71,0.42,604.73
1315460602035,Ribeirão das Neves : Conjunto Liberdade / Nápoli / San Marino / Entorno Rural,Ribeirão das Neves (MG),0.659,0.562,0.646,0.787,8.62,0.465,0.618,0.37,445.82
1315460602038,Vila Hortinha : Entorno da Penitenciária Jovem,Ribeirão das Neves (MG),0.604,0.469,0.628,0.748,8.87,0.318,0.569,0.34,397.68
1315460602039,Ribeirão das Neves : Pericentro,Ribeirão das Neves (MG),0.701,0.631,0.666,0.819,9.2,0.477,0.726,0.39,505.97
1315480000001,Ribeiro Machado : Rio Acima,Rio Acima (MG),0.673,0.508,0.689,0.87,8.75,0.412,0.564,0.47,582.71
1315530000001,Rio Manso,Rio Manso (MG),0.648,0.501,0.676,0.802,10.19,0.271,0.681,0.43,536.99
1315670001001,Barraginha : Nações Unidas / MG 5,Sabará (MG),0.843,0.816,0.813,0.904,10.02,0.799,0.825,0.46,1260.05
1315670001002,Morro dos Macacos : Ana Lúcia,Sabará (MG),0.843,0.816,0.813,0.904,10.02,0.799,0.825,0.46,1260.05
1315670001003,Castanheiras / Expansão do Granja de Freitas,Sabará (MG),0.665,0.58,0.643,0.787,9.05,0.442,0.664,0.42,437.46
1315670001004,Marzagânia : Nossa Senhora de Fátima / Córrego Calazans,Sabará (MG),0.681,0.621,0.644,0.791,9.1,0.473,0.712,0.38,440.96
1315670001005,Carvalho de Brito : Vila Rica / Itacolomi / Distrito Industrial Sobradinho,Sabará (MG),0.66,0.602,0.632,0.757,9.51,0.447,0.698,0.35,408.73
1315670001007,Morro dos Macacos : Alvorada / Nova Vista,Sabará (MG),0.738,0.691,0.699,0.831,9.04,0.593,0.746,0.4,620.58
1315670001008,Marzagânia : General Carneiro / Carvalho de Brito,Sabará (MG),0.709,0.639,0.683,0.817,9.16,0.517,0.71,0.4,560.27
1315670001009,General Carneiro : Borges,Sabará (MG),0.681,0.621,0.644,0.791,9.1,0.473,0.712,0.38,440.96
1315670002011,Alto do Fidalgo : MG-262 / Boaventura / Do Gaia / Pompéu,Sabará (MG),0.709,0.639,0.683,0.817,9.16,0.517,0.71,0.4,560.27
1315670003012,Ravena: Distrito de Ravena 1,Sabará (MG),0.665,0.58,0.643,0.787,9.05,0.442,0.664,0.42,437.46
